Ad Poster ID,Date,Ad ID,Platform,Folder,Ad Name,Text,Left or right.leaning?,Product or Issue-reference?,State or National candidate/issue?,Ad Permitted (Y/N)
4,09/28/2018,67,Facebook,../ads/issues/Democrat/Eastern U.S. National Parks/Day 10,Dry Tortugas National Park,"Text: Visit the Dry Tortugas National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/drto/index.htm, Headline: Don''t forget about nature, State: FL, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/28/2018,68,Google,../ads/issues/Democrat/Eastern U.S. National Parks/Day 10,Dry Tortugas National Park,"Text: Visit the Dry Tortugas National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/drto/index.htm, Headline: Don''t forget about nature, State: FL, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/28/2018,69,Facebook,../ads/issues/Democrat/Eastern U.S. National Parks/Day 10,Everglades National Park,"Text: Visit the Everglades National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/ever/index.htm, Headline: Don''t forget about nature, State: FL, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/28/2018,70,Google,../ads/issues/Democrat/Eastern U.S. National Parks/Day 10,Everglades National Park,"Text: Visit the Everglades National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/ever/index.htm, Headline: Don''t forget about nature, State: FL, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/28/2018,71,Facebook,../ads/issues/Democrat/Eastern U.S. National Parks/Day 11,Gateway National Recreation Area,"Text: Visit the Gateway National Recreation Area before it''s destroyed by climate change!, Website URL: https://www.nps.gov/gate/index.htm, Headline: Don''t forget about nature, State: NY, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/28/2018,72,Google,../ads/issues/Democrat/Eastern U.S. National Parks/Day 11,Gateway National Recreation Area,"Text: Visit the Gateway National Recreation Area before it''s destroyed by climate change!, Website URL: https://www.nps.gov/gate/index.htm, Headline: Don''t forget about nature, State: NY, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/28/2018,73,Facebook,../ads/issues/Democrat/Eastern U.S. National Parks/Day 11,National Parks of New York Harbor,"Text: Visit the National Parks of New York Harbor before it''s destroyed by climate change!, Website URL: https://www.nps.gov/npnh/index.htm, Headline: Don''t forget about nature, State: NY, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/28/2018,75,Facebook,../ads/issues/Democrat/Eastern U.S. National Parks/Day 12,Statue Of Liberty National Monument,"Text: Visit the Statue Of Liberty National Monument before it''s destroyed by climate change!, Website URL: https://www.nps.gov/stli/index.htm, Headline: Don''t forget about nature, State: NY, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/29/2018,77,Facebook,../ads/issues/Democrat/Eastern U.S. National Parks/Day 13,Great Egg Harbor River,"Text: Visit the Great Egg Harbor River before it''s destroyed by climate change!, Website URL: https://www.nps.gov/greg/index.htm, Headline: Don''t forget about nature, State: NJ, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,10/01/2018,79,Facebook,../ads/issues/Democrat/Eastern U.S. National Parks/Day 14,Lower Delaware National Wild and Scenic River,"Text: Visit the Lower Delaware National Wild and Scenic River before it''s destroyed by climate change!, Website URL: https://www.nps.gov/lode/index.htm, Headline: Don''t forget about nature, State: NJ, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,09/18/2018,81,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 1,Stapleton,"Text: Check out this VINYL from the one and only Stapleton!, Website URL: https://api.bestbuy.com/click/-/5834907/pdp, Headline: Calling all music lovers, State: Colorado, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/18/2018,82,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 1,Stapleton,"Text: Check out this VINYL from the one and only Stapleton!, Website URL: https://api.bestbuy.com/click/-/5834907/pdp, Headline: Calling all music lovers, State: Colorado, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/19/2018,81a,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 1,Stapleton,"Text: Check out this VINYL from the one and only Stapleton!, Website URL: https://api.bestbuy.com/click/-/5834907/pdp, Headline: Calling all music lovers, State: Colorado, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/19/2018,82a,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 1,Stapleton,"Text: Check out this VINYL from the one and only Stapleton!, Website URL: https://api.bestbuy.com/click/-/5834907/pdp, Headline: Calling all music lovers, State: Colorado, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/19/2018,83,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 2,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18491476/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/19/2018,84,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 2,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18491476/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/20/2018,85,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 3,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18563561/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/20/2018,86,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 3,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18563561/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/20/2018,87,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 3,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18623842/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/20/2018,88,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 3,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18623842/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/21/2018,89,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 4,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18624526/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/21/2018,90,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 4,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18624526/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/21/2018,91,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 4,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18832357/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/21/2018,92,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 4,Little,"Text: Check out this VINYL from the one and only Little!, Website URL: https://api.bestbuy.com/click/-/18832357/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/22/2018,93,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 5,Reynolds,"Text: Check out this VINYL from the one and only Reynolds!, Website URL: https://api.bestbuy.com/click/-/32996289/pdp, Headline: Calling all music lovers, State: Iowa, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/22/2018,94,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 5,Reynolds,"Text: Check out this VINYL from the one and only Reynolds!, Website URL: https://api.bestbuy.com/click/-/32996289/pdp, Headline: Calling all music lovers, State: Iowa, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/23/2018,95,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 6,Reynolds,"Text: Check out this VINYL from the one and only Reynolds!, Website URL: https://api.bestbuy.com/click/-/32996298/pdp, Headline: Calling all music lovers, State: Iowa, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/23/2018,96,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 6,Reynolds,"Text: Check out this VINYL from the one and only Reynolds!, Website URL: https://api.bestbuy.com/click/-/32996298/pdp, Headline: Calling all music lovers, State: Iowa, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/24/2018,97,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 7,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/25329324/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/24/2018,98,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 7,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/25329324/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/25/2018,99,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 8,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/26051457/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/25/2018,100,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 8,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/26051457/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/26/2018,101,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 9,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/28064175/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/26/2018,102,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 9,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/28064175/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/28/2018,103,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 10,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/30136428/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/28/2018,104,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 10,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/30136428/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/28/2018,105,Facebook,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 10,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/32965861/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,09/28/2018,106,Google,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 10,Moody,"Text: Check out this VINYL from the one and only Moody!, Website URL: https://api.bestbuy.com/click/-/32965861/pdp, Headline: Calling all music lovers, State: Maine, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
